row_id,data_year,building_id,property_name,reporting_status,address,zip_code,chicago_energy_rating,exempt_from_chicago_energy_rating,community_area,primary_property_type,gross_floor_area,year_built,number_of_buildings,energy_star_score,electricity_use,natural_gas_use,site_eui,source_eui,weather_normalized_site_eui,weather_normalized_source_eui,total_ghg_emissions,ghg_intensity,lat,lon,loc
2020-254978,2020,254978,The Park at Wrigley,Submitted Data,1101 W WAVELAND AVE,60613,1,FALSE,Lake View,Office,247887,2017,1,3,38586920.3,3222530.9,168.7,449.5,168.7,449.5,6193.4,25,41.9489475,-87.65701158,"(41.9489475, -87.65701158)"
2020-162325,2020,162325,"Moody Bible Institute, Sweeting Center",Submitted Data,860 N LaSalle St,60610,4,FALSE,NEAR NORTH SIDE,College/University,119629,1991,1,0,3066146,3256299.7,52.9,100.3,55,102.6,651.5,5.4,41.89852625,-87.63353124,"(41.89852625, -87.63353124)"
2020-174028,2020,174028,1201 W Washington Blvd,Submitted Data,1201 W Washington Blvd,60607,1,FALSE,NEAR WEST SIDE,Office,74666,1937,1,5,6339826.8,0,114.2,319.7,119.3,334.2,989.5,17.8,41.8826032,-87.65710133,"(41.8826032, -87.65710133)"
2020-252124,2020,252124,"Coastland Apartments., Inc.",Submitted Data,2666 E 73rd St,60649,4,FALSE,SOUTH SHORE,Multifamily Housing,63375,1928,1,90,389363.8,4338338.7,74.6,89.1,79.4,94.2,291.2,4.6,41.76452567,-87.55975422,"(41.76452567, -87.55975422)"
2020-234748,2020,234748,Park Hyatt Chicago,Submitted Data,800 N Michigan Ave,60611,2,FALSE,NEAR NORTH SIDE,Multifamily Housing,768513,1999,1,19,44521244.1,6008009.9,74.6,193.4,77.4,201.1,7267.5,10.7,41.89701919,-87.62529836,"(41.89701919, -87.62529836)"
2020-121264,2020,121264,Chicago Theological Seminary,Submitted Data,1407 E 60th St,60637,2,FALSE,WOODLAWN,College/University,80489,2011,1,0,2262510.8,34620,131.5,196.5,130.7,195.8,880.8,10.9,41.786046,-87.591237,"(41.786046, -87.591237)"
2020-174294,2020,174294,O.P.LLC/Orleans Plaza,Submitted Data,351 W Hubbard St,60654,3.5,FALSE,NEAR NORTH SIDE,Office,191155,1908,1,56,9666738.4,7434703.7,89.5,182.4,93.6,189.7,1903.6,10,41.88989324,-87.63757019,"(41.88989324, -87.63757019)"
2020-160427,2020,160427,Vista Homes Building Corporation,Submitted Data,5844 S Stony Island Ave,60637,4,FALSE,HYDE PARK,Multifamily Housing,261354,1929,1,98,2392426.1,11335248.2,52.5,71.2,55.5,74.1,975.5,3.7,41.78848818,-87.58709504,"(41.78848818, -87.58709504)"
2020-240842,2020,240842,200 E. Delaware Condominium Association,Submitted Data,200 E Delaware Pl,60611,2.5,FALSE,NEAR NORTH SIDE,Multifamily Housing,379831,1972,1,39,8896592.4,22007659.9,90.3,140.4,94.7,145,2557.4,7.5,41.89952925,-87.62130263,"(41.89952925, -87.62130263)"
2020-256783,2020,256783,200 E. Delaware Condominium Association,Submitted Data,5252 S CORNELL AVE,60615,4,FALSE,Hyde Park,Multifamily Housing,337624,2020,1,0,6288777,4469720.6,31.9,66.1,32.8,67,1218.9,3.6,41.80097,-87.59149,"(41.80097, -87.59149)"
2020-254379,2020,254379,City Hyde Park,Submitted Data,5105 S HARPER AVE,60615,4,FALSE,Hyde Park,Multifamily Housing,613970,2015,1,88,8902989.9,14952400,64.8,110.4,66.9,113.2,2183.7,5.9,41.80094328,-87.58894822,"(41.80094328, -87.58894822)"
2020-105078,2020,105078,City Hyde Park,Submitted Data,6825  N SHERIDAN RD,60626,4,FALSE,ROGERS PARK,Multifamily Housing,112480,1966,1,85,751708,5079064.4,57.4,73.2,62.3,77.5,387.1,3.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2020-101812,2020,101812,One North Dearborn,Submitted Data,1 N Dearborn St,60602,4,FALSE,LOOP,Office,1088373,1904,1,86,33988140.4,3789.3,41.4,96.7,42.7,100.7,5885.8,5.4,41.88234218,-87.62866439,"(41.88234218, -87.62866439)"
2020-173754,2020,173754,One North Dearborn,Submitted Data,422 424 W MELROSE ST,60657,4,FALSE,LAKE VIEW,Multifamily Housing,164485,1926,1,95,1292421.2,9773572.9,67.3,84.4,71.2,88.3,720.8,4.4,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2020-175053,2020,175053,One North Dearborn,Not Submitted,5330  N DAMEN AVE,60625,0,FALSE,LINCOLN SQUARE,Multifamily Housing,50400,0,1,0,0,0,0,0,0,0,0,0,41.97208235,-87.70234945,"(41.97208235, -87.70234945)"
2020-106128,2020,106128,One North Dearborn,Submitted Data,5530 5548 N SHERIDAN RD,60640,3,FALSE,EDGEWATER,Multifamily Housing,58400,1969,1,68,1385843.7,3218783.8,78.8,124.3,82.1,128.1,387.3,6.6,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2020-103684,2020,103684,NMH Arkes Family Pavilion,Submitted Data,676 N St Clair St,60611,4,FALSE,NEAR NORTH SIDE,Medical Office,675000,1980,1,66,72787693.9,241290.3,108.2,302.3,108.6,303.5,11372.7,16.8,41.894419,-87.622789,"(41.894419, -87.622789)"
2020-251397,2020,251397,Marsh Elementary -CPS,Submitted Data,9804 S Exchange,60617,4,FALSE,SOUTH DEERING,K-12 School,140770,1910,1,64,2615975,5720129.7,59.2,94.7,65.5,101.2,712.1,5.1,41.717144,-87.552401,"(41.717144, -87.552401)"
2020-105615,2020,105615,Marsh Elementary -CPS,Submitted Data,426 W SURF ST,60657,4,FALSE,LAKE VIEW,Multifamily Housing,89650,1928,1,86,2706770.2,1298608.2,44.7,99.7,45.9,102.6,491.4,5.5,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2020-231486,2020,231486,Waterford Condominium,Submitted Data,4170 N Marine Dr,60613,3,FALSE,UPTOWN,Multifamily Housing,437780,1973,1,45,14186820,8062745.2,66.3,143.5,68.8,146.1,2642.4,7.9,41.95765183,-87.6471076,"(41.95765183, -87.6471076)"
2020-113688,2020,113688,Waterford Condominium,Submitted Data,70 76 E CEDAR ST,60611,3.5,FALSE,NEAR NORTH SIDE,Multifamily Housing,91100,1929,1,73,1430828.5,0,86.3,123.7,90.7,127.6,493.9,6.5,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2020-240122,2020,240122,Waterford Condominium,Submitted Data,6 N Michigan Ave,60602,1,FALSE,LOOP,Multifamily Housing,276268,1898,1,18,7407840.8,13242000.3,89.7,150.5,92.1,152.8,1859.5,8.1,41.88218864,-87.6245691,"(41.88218864, -87.6245691)"
2020-157887,2020,157887,Bethel New Life Residences,Submitted Data,4950-4952 W Thomas St,60651,3.5,FALSE,AUSTIN,Multifamily Housing,120000,1927,1,54,1284679.4,10092993.5,94.8,118.3,99.3,122.7,736.6,6.1,41.90048782,-87.75011051,"(41.90048782, -87.75011051)"
2020-101978,2020,101978,Bethel New Life Residences,Not Submitted,42 46 N WALLER AVE,60644,0,FALSE,AUSTIN,Multifamily Housing,61538,0,1,0,0,0,0,0,0,0,0,0,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
2020-175725,2020,175725,Bethel New Life Residences,Submitted Data,7707  W IRVING PARK RD,60634,0,FALSE,DUNNING,Multifamily Housing,80000,1985,1,0,0,1959865.3,0,0,0,0,0,0,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
2020-112834,2020,112834,Bethel New Life Residences,Submitted Data,5525 N WINTHROP AVE,60640,3.5,FALSE,EDGEWATER,Multifamily Housing,63736,1969,1,53,1397217.4,3960999.7,94.1,141.8,97.8,144.9,428.5,7.5,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2020-101807,2020,101807,Fine Arts Building,Submitted Data,408 410 S Michigan Ave,60605,4,FALSE,LOOP,Office,160558,1884,1,64,2539990,13074775,97.3,129.8,102.9,135.7,1090.9,6.8,41.87645683,-87.62485929,"(41.87645683, -87.62485929)"
2020-175899,2020,175899,Illinois Center Lakeshore Athletic Club,Submitted Data,211 N STETSON AVE,60601,1,FALSE,LOOP,Fitness Center/Health Club/Gym,118000,1991,1,0,10251859.2,1454201.1,99.2,256.2,105.7,274.4,1677.2,14.2,41.88595973,-87.62226453,"(41.88595973, -87.62226453)"
2020-251433,2020,251433,Newberry Math/Science Academy -CPS,Submitted Data,708 W Willow St,60614,4,FALSE,LINCOLN PARK,K-12 School,75176,1937,1,70,964865.2,4040319.9,66.6,92.4,72,98,365.2,4.9,41.913892,-87.646358,"(41.913892, -87.646358)"
2020-172584,2020,172584,ASPIRA Early College High School,Submitted Data,3986 W Barry Ave,60618,4,FALSE,AVONDALE,K-12 School,59374,1945,1,89,1189866.2,1019007.6,38.1,75.9,40.3,78.2,239.8,4.1,41.93769413,-87.72679086,"(41.93769413, -87.72679086)"
2020-160434,2020,160434,MDA City Apartments,Submitted Data,63 E Lake St,60601,2,FALSE,LOOP,Multifamily Housing,175376,2005,1,15,7044367.7,11387799.7,105.1,180.6,108.2,183.4,1704.3,9.7,41.88541184,-87.62556933,"(41.88541184, -87.62556933)"
2020-241533,2020,241533,565 W Quincy,Submitted Data,565 W Quincy St,60661,3,FALSE,NEAR WEST SIDE,Multifamily Housing,468962,2009,1,70,13202519,4146579.2,45.3,108,47.4,113.6,2280.8,6,41.878622,-87.641992,"(41.878622, -87.641992)"
2020-256727,2020,256727,The Jax,Submitted Data,1220 W. Jackson Blvd,0,3.5,FALSE,NEAR WEST SIDE,Multifamily Housing,129646,2020,1,73,2618273.3,6713600.3,72,110.9,75.1,114.2,765.2,5.9,41.88425,-87.63245,"(41.88425, -87.63245)"
2020-250134,2020,250134,Central Standard Building,Submitted Data,231 S LaSalle St,60604,4,FALSE,LOOP,Office,1178147,1924,1,84,33974897.5,21658142.1,63.6,114.9,64.6,116,7877.2,6.7,41.87868136,-87.63229063,"(41.87868136, -87.63229063)"
2020-158142,2020,158142,Lake Shore Plaza,Submitted Data,445 E Ohio St,60611,1,FALSE,NEAR NORTH SIDE,Multifamily Housing,415260,1985,1,8,22926289.4,19044700,101.1,202.7,106,211.3,4589.6,11.1,41.89224062,-87.61627223,"(41.89224062, -87.61627223)"
2020-251723,2020,251723,James Shields Ms -CPS,Submitted Data,2611 W 48th St,60632,3.5,FALSE,BRIGHTON PARK,K-12 School,95265,2012,1,59,2555747.8,2677949.8,54.9,104.6,56.8,106.6,541.1,5.7,41.806552,-87.689787,"(41.806552, -87.689787)"
2020-251929,2020,251929,600 S Michigan Ave,Submitted Data,600 S Michigan Ave,60605,3,FALSE,LOOP,College/University,175129,1960,1,0,8232944.7,5691040.3,79.5,165.8,83.2,169.7,1478.2,8.4,41.87405317,-87.62482805,"(41.87405317, -87.62482805)"
2020-250104,2020,250104,Mary Hartwell Catherwood Apts,Submitted Data,3920 - 3940 N Clark St,60613,3.5,FALSE,LAKE VIEW,Multifamily Housing,240781,1970,3,60,5045147,17418199.8,93.3,134.6,98.2,139.8,1712.6,7.1,41.95313687,-87.66201582,"(41.95313687, -87.66201582)"
2020-251533,2020,251533,Lozano Bilingual Elementary -CPS,Submitted Data,1501 N Greenview Ave,60642,4,FALSE,WEST TOWN,K-12 School,57885,1993,1,64,1277903.5,2090209.7,58.2,99.7,65.2,107.1,310.5,5.4,41.89983093,-87.65764114,"(41.89983093, -87.65764114)"
2020-165253,2020,165253,The Chicago Lighthouse,Submitted Data,1850  W ROOSEVELT RD,60608,2,FALSE,NEAR WEST SIDE,Other,130000,1955,1,0,4154621.8,4634292.2,76.4,143.5,78.9,146.1,894.6,7.8,41.84915346,-87.67089596,"(41.84915346, -87.67089596)"
2020-250085,2020,250085,Elizabeth Davis Apartments,Submitted Data,440 N Drake Ave,60624,4,FALSE,HUMBOLDT PARK,Multifamily Housing,116100,1965,1,66,2394183.3,6649469.8,82.5,124.9,85.6,126.9,726.8,6.6,41.8893457,-87.71525454,"(41.8893457, -87.71525454)"
2020-252313,2020,252313,Salvation Army,Submitted Data,5040 N. Pulaski,60630,2,FALSE,NORTH PARK,Office,96852,1923,1,0,2434840.7,5277980.3,101.7,162.9,110.2,171.8,660.3,8.7,41.97209514,-87.75760245,"(41.97209514, -87.75760245)"
2020-172800,2020,172800,Salvation Army,Submitted Data,5110  S KENWOOD AVE,60615,2,FALSE,HYDE PARK,Multifamily Housing,55932,1990,1,45,1137830.3,5388000.2,116.7,158.1,116.6,157.8,463.8,8.3,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2020-252259,2020,252259,Sheridan Park Apartments,Submitted Data,4536-40 N Magnolia Ave,60640,1.5,FALSE,UPTOWN,Multifamily Housing,55300,1929,2,35,961275.7,7071147.8,145.3,182.9,153.7,191.6,525.6,9.5,41.9642177,-87.66097727,"(41.9642177, -87.66097727)"
2020-242638,2020,242638,Ontario Street Lofts CA,Submitted Data,411 W Ontario St,60654,4,FALSE,NEAR NORTH SIDE,Multifamily Housing,329554,1994,1,97,3184948.3,0,50,73.8,51.7,74.6,1023,3.9,41.89308327,-87.63969027,"(41.89308327, -87.63969027)"
2020-254095,2020,254095,5556 North Sheridan Condominium Association,Submitted Data,5556 N Sheridan Rd,60640,4,FALSE,Edgewater,Multifamily Housing,146667,2000,1,96,1412957,3626499.9,45.8,70.6,47.4,72.5,413.1,3.8,41.9726457,-87.66491,"(41.9726457, -87.66491)"
2020-104549,2020,104549,5556 North Sheridan Condominium Association,Submitted Data,920  W LAWRENCE AVE,60640,2.5,FALSE,UPTOWN,Multifamily Housing,148138,1980,1,38,5452957.5,6642116.1,81.6,150.1,85.4,155.3,1203.8,8.1,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2020-123202,2020,123202,5556 North Sheridan Condominium Association,Submitted Data,1936 N Clark,60614,4,FALSE,LINCOLN PARK,Multifamily Housing,176144,1932,1,73,3928481.3,8475728.9,70.4,113,73.4,116,1063.3,6,41.9176944,-87.63567039,"(41.9176944, -87.63567039)"
2020-171995,2020,171995,7000-7010 S. Pulaski Road,Submitted Data,7000 7010 S Pulaski Rd,60629,4,FALSE,WEST LAWN,Strip Mall,200215,1985,1,0,2989267,2020088.7,78,163.4,83.6,169.3,573.8,8.9,41.76545745,-87.72352777,"(41.76545745, -87.72352777)"
2020-119914,2020,119914,7000-7010 S. Pulaski Road,Submitted Data,8411 S HOLLAND RD,60620,2,FALSE,CHATHAM,Retail Store,115928,2007,1,15,7262319.4,2963951.1,88.2,202.3,90.6,203.4,1290.9,11.1,41.74032788,-87.63113941,"(41.74032788, -87.63113941)"
2020-148504,2020,148504,7000-7010 S. Pulaski Road,Submitted Data,6000 6038 N CICERO AVE,60646,1,FALSE,FOREST GLEN,Multifamily Housing,225000,2003,1,6,12021905.7,11731293.9,105.6,204.4,109.6,208.6,2499.4,11.1,41.99946023,-87.77119606,"(41.99946023, -87.77119606)"
2020-101835,2020,101835,230 W Monroe,Submitted Data,230 W Monroe,60606,4,FALSE,LOOP,Office,677385,1971,1,66,25116834.1,29318326.9,80.4,149.3,83.4,153,5477.2,8.1,41.88100752,-87.63490659,"(41.88100752, -87.63490659)"
2020-160257,2020,160257,Elm Street Plaza,Submitted Data,1130 N Dearborn St,60610,1.5,FALSE,NEAR NORTH SIDE,Multifamily Housing,465907,1976,1,36,9814225.4,26404327.9,95.2,145.2,97.9,147.2,2934.2,7.7,41.90292466,-87.63041353,"(41.90292466, -87.63041353)"
2020-102456,2020,102456,"High School/ Middle School/ Sunny and Kovler Gym/ Belfield, Judd, Blaine Hall",Submitted Data,5840 S Kenwood Ave,60637,2,FALSE,HYDE PARK,K-12 School,74144,1961,1,22,2399566.8,359519,118.6,179.9,124.3,186.8,904.9,10,41.78855503,-87.59395643,"(41.78855503, -87.59395643)"
2020-128170,2020,128170,"High School/ Middle School/ Sunny and Kovler Gym/ Belfield, Judd, Blaine Hall",Submitted Data,1301 1311 W FLETCHER ST,60657,2,FALSE,LAKE VIEW,Multifamily Housing,66500,1898,1,26,1443303.4,4559851.6,99.2,145.9,102.1,147.5,467.5,7.7,41.93884641,-87.66171973,"(41.93884641, -87.66171973)"
2020-135620,2020,135620,"High School/ Middle School/ Sunny and Kovler Gym/ Belfield, Judd, Blaine Hall",Not Submitted,8704 S CONSTANCE AVE,60617,0,FALSE,CALUMET HEIGHTS,Multifamily Housing,80400,0,1,0,0,0,0,0,0,0,0,0,41.73672851,-87.57979181,"(41.73672851, -87.57979181)"
2020-103264,2020,103264,"High School/ Middle School/ Sunny and Kovler Gym/ Belfield, Judd, Blaine Hall",Not Submitted,2941 S Michigan Ave,60616,0,FALSE,DOUGLAS,Multifamily Housing,83133,0,1,0,0,0,0,0,0,0,0,0,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2020-101801,2020,101801,Michigan Plaza,Submitted Data,205 N Michigan Ave,60601,4,FALSE,LOOP,Office,2159198,1981,1,75,102086963.1,83851.5,49.6,138.8,51.6,144.3,15937.1,7.7,41.88603179,-87.62354823,"(41.88603179, -87.62354823)"
2020-158438,2020,158438,Realtor Building,Submitted Data,430 N Michigan Ave,60611,4,FALSE,NEAR NORTH SIDE,Office,264980,1962,1,64,13380740.9,3550421.5,60.1,146.3,60.1,146.3,2276.9,8.1,41.8903758,-87.62467983,"(41.8903758, -87.62467983)"
2020-134982,2020,134982,Realtor Building,Submitted Data,616  W FULTON ST,60661,4,FALSE,NEAR WEST SIDE,Multifamily Housing,232167,1997,1,98,2865312.4,4991797.7,48.8,82.3,51.3,84.6,712.3,4.4,41.88321395,-87.64336601,"(41.88321395, -87.64336601)"
2020-252218,2020,252218,Realtor Building,Submitted Data,343 W. Erie St,60654,4,FALSE,NEAR NORTH SIDE,Office,85700,1910,1,95,1870018,30780,22.2,61.5,25.1,69.7,293.5,3.4,41.89390309,-87.63774035,"(41.89390309, -87.63774035)"
2020-251221,2020,251221,211 W Wacker Dr,Submitted Data,211 W Wacker Dr,60606,3.5,FALSE,LOOP,Office,188368,1927,1,74,5207558.1,6633975.1,62.9,114.4,66.1,117.8,1165.1,6.2,41.88651302,-87.63456426,"(41.88651302, -87.63456426)"
2020-101851,2020,101851,150 160 E Huron,Not Submitted,150 160 E Huron,60611,0,FALSE,NEAR NORTH SIDE,Office,419801,0,1,0,0,0,0,0,0,0,0,0,41.89521657,-87.62317404,"(41.89521657, -87.62317404)"
2020-251317,2020,251317,Hotel Monaco Chicago,Submitted Data,225 N Wabash,60601,3,FALSE,LOOP,Hotel,150626,1998,1,46,3890031.2,12588149.9,156.4,216.6,160.9,221.4,0,0,41.88651841,-87.62599173,"(41.88651841, -87.62599173)"
2020-159276,2020,159276,"Foxboro Properties, LLC",Submitted Data,6201 S Emerald Dr,60621,4,FALSE,ENGLEWOOD,Office,186800,1995,1,70,4206069.4,1230492,62.6,150.6,63.9,152.2,721.8,8.3,41.770346,-87.643171,"(41.770346, -87.643171)"
2020-101527,2020,101527,Sankofa House,Submitted Data,4041  W ROOSEVELT RD,60624,4,FALSE,NORTH LAWNDALE,Multifamily Housing,67988,2008,1,88,981318.5,3492299,65.8,94.3,68.5,97.2,338.6,5,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
2020-101691,2020,101691,Sankofa House,Submitted Data,2701 2711 N MILDRED AVE,60614,4,FALSE,LINCOLN PARK,Multifamily Housing,61700,1920,1,99,736476.8,1685102.4,39.2,62.1,39.9,62.5,204.4,3.3,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2020-113199,2020,113199,Sankofa House,Submitted Data,30  E DIVISION ST,60610,2,FALSE,NEAR NORTH SIDE,Multifamily Housing,81000,1977,1,29,3037045.3,1299634.2,60.2,137.1,62.2,141.8,543,7.5,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2020-103605,2020,103605,515 North State,Submitted Data,515 N STATE ST,60654,4,FALSE,NEAR NORTH SIDE,Office,757990,1990,1,78,32797544.2,0,43.3,121.2,44.8,125.4,5118.7,6.8,41.89145096,-87.62732703,"(41.89145096, -87.62732703)"
2020-250056,2020,250056,Whitney Young -CPS,Submitted Data,211 S Laflin St,60607,2,FALSE,NEAR WEST SIDE,K-12 School,430443,1975,1,11,17941620.1,36060096.4,125.5,204.7,131.8,211.3,4715.5,11,41.87825891,-87.6636621,"(41.87825891, -87.6636621)"
2020-111976,2020,111976,Whitney Young -CPS,Submitted Data,2800  N PINE GROVE AVE,60657,4,FALSE,LAKE VIEW,Multifamily Housing,83764,1893,1,83,2932474.3,231876,37.8,100.9,39.8,106.3,470,5.6,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2020-103970,2020,103970,Whitney Young -CPS,Submitted Data,424  W OAKDALE AVE,60657,4,FALSE,LAKE VIEW,Multifamily Housing,52080,1970,1,81,571970.6,3015619.3,68.9,91.5,71.3,93.9,249.4,4.8,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2020-172318,2020,172318,Whitney Young -CPS,Submitted Data,1307 1325 N CALIFORNIA AVE,60622,1.5,FALSE,WEST TOWN,Multifamily Housing,65340,1983,1,40,1405456.5,5012299.6,98.2,140.8,102.4,145.8,485.6,7.4,41.90225377,-87.68447845,"(41.90225377, -87.68447845)"
2020-172051,2020,172051,"Lawn Terrance Apartments, Churchview Supportive Living, and Churchview Manor Apartments",Submitted Data,2601 W 63rd St,60629,4,FALSE,CHICAGO LAWN,Multifamily Housing,127575,1955,1,100,2696087.3,0,21.1,59.2,20.9,58.6,420.8,3.3,41.77517105,-87.71389848,"(41.77517105, -87.71389848)"
2020-251569,2020,251569,"Hay Community Academy, John -CPS",Submitted Data,1016 N Laramie,60651,4,FALSE,AUSTIN,K-12 School,94900,1921,1,63,1051328,6281029.5,77.3,100.5,84.9,108.5,497.7,5.2,41.898943,-87.755742,"(41.898943, -87.755742)"
2020-251917,2020,251917,"Target, Chicago Mid North (1437)",Submitted Data,2939 W Addison St,60618,3.5,FALSE,IRVING PARK,Retail Store,493547,2003,1,76,9441066.2,4570699.5,73.3,163.4,75.1,164.9,1716.2,9,41.946628,-87.701937,"(41.946628, -87.701937)"
2020-175889,2020,175889,The Scott Condominium Association,Submitted Data,70  E SCOTT ST,60610,4,FALSE,NEAR NORTH SIDE,Multifamily Housing,80419,1918,2,100,677333.2,1437015.7,26.3,42.3,27.3,44.5,182,2.3,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2020-251441,2020,251441,"Chavez, Cesar E Multicultural Academic Center Es -CPS",Submitted Data,4747 S Marshfield Ave,60609,2,FALSE,NEW CITY,K-12 School,68408,1993,1,22,2833502.1,2586920,79.2,155.7,81.7,157,579.6,8.5,41.80741267,-87.66571643,"(41.80741267, -87.66571643)"
2020-256540,2020,256540,Hilton Garden Inn Chicago Mccormick Place,Submitted Data,123 E Cermak Rd,60616,4,FALSE,Near South Side,Hotel,362462,2018,1,0,10606949.4,11031147.6,59.7,113.9,61.1,115.3,2241.3,6.2,41.84238,-87.6271736,"(41.84238, -87.6271736)"
2020-256818,2020,256818,Hilton Garden Inn Chicago Mccormick Place,Not Submitted,4434 S COTTAGE GROVE AVE,60653,0,FALSE,Grand Boulevard,Hotel,50000,0,1,0,0,0,0,0,0,0,0,0,41.816805,-87.607775,"(41.816805, -87.607775)"
2020-164517,2020,164517,Saint Vincent Center,Submitted Data,721 N Lasalle St,60654,3.5,FALSE,NEAR NORTH SIDE,Office,102929,1926,1,53,3919521.4,7119003.4,117.1,195.7,122.3,201,989.8,10.5,41.89549864,-87.63263573,"(41.89549864, -87.63263573)"
2020-256546,2020,256546,New Life Covenent Church-SE,Not Submitted,7621 S Greenwood Ave,60619,0,FALSE,Greater Grand Crossing,Office,85000,0,1,0,0,0,0,0,0,0,0,0,41.743965,-87.605245,"(41.743965, -87.605245)"
2020-131428,2020,131428,New Life Covenent Church-SE,Not Submitted,217 235 W HURON ST,60654,0,FALSE,NEAR NORTH SIDE,Office,122173,0,1,0,0,0,0,0,0,0,0,0,41.89198218,-87.63699623,"(41.89198218, -87.63699623)"
2020-147871,2020,147871,New Life Covenent Church-SE,Submitted Data,4418 4424 N CLARK ST,60640,4,FALSE,UPTOWN,Multifamily Housing,64957,2005,1,79,628606.4,3491600,78.3,103.1,84.4,109.6,283.6,5.4,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2020-141524,2020,141524,New Life Covenent Church-SE,Submitted Data,949  W MADISON,60607,4,FALSE,NEAR WEST SIDE,Multifamily Housing,175608,0,1,0,0,0,0,0,0,0,0,0,41.87399385,-87.651678,"(41.87399385, -87.651678)"
2020-251426,2020,251426,"Haley Elementary, Alex -CPS",Submitted Data,11411 S Eggleston Ave,60628,3,FALSE,ROSELAND,K-12 School,101294,1925,1,42,2744743,4643990.3,72.9,124,78.2,131.8,675,6.7,41.68638717,-87.63335829,"(41.68638717, -87.63335829)"
2020-175473,2020,175473,"Haley Elementary, Alex -CPS",Submitted Data,6748 6750 N ASHLAND AVE,60626,1,FALSE,ROGERS PARK,Multifamily Housing,70000,1927,1,10,977920.2,8010367.5,128.4,159.3,139.8,171.2,578.1,8.3,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2020-251611,2020,251611,Mann Elementary -CPS,Submitted Data,8050 S Chappel Ave,60617,0,FALSE,SOUTH CHICAGO,Multifamily Housing,136120,0,1,0,0,0,0,0,0,0,0,0,41.74856431,-87.57509932,"(41.74856431, -87.57509932)"
2020-173646,2020,173646,Mann Elementary -CPS,Submitted Data,400 N CLINTON ST,60654,4,FALSE,WEST TOWN,Multifamily Housing,118904,1999,3,98,953599.4,2891699.8,48.7,72.3,50.4,74.1,302.4,3.8,41.89158015,-87.63783734,"(41.89158015, -87.63783734)"
2020-251300,2020,251300,2020 Lincoln Park West Condominium Association,Submitted Data,2020 N Lincoln Park West,60614,3.5,FALSE,LINCOLN PARK,Multifamily Housing,514099,1972,1,60,8162029.5,28925999.3,85.4,122.6,89.5,126.6,2810.2,6.5,41.91872919,-87.63690141,"(41.91872919, -87.63690141)"
2020-103632,2020,103632,NMH Feinberg Pavilion and Galter Pavilion,Submitted Data,251 E Huron St,60611,4,FALSE,NEAR NORTH SIDE,Hospital (General Medical & Surgical),2200000,1999,1,68,193160451.5,286960500.4,218.2,382.8,218.2,382.7,45388.3,20.6,41.89458666,-87.62152834,"(41.89458666, -87.62152834)"
2020-251309,2020,251309,Aperion Care International,Submitted Data,4815 S Western Blvd,60609,1,FALSE,NEW CITY,Senior Care Community,101939,1997,1,20,5560905.2,9494700.1,164.9,279.8,169.3,283.8,1372.2,15,41.80625486,-87.68314932,"(41.80625486, -87.68314932)"
2020-251660,2020,251660,Lawndale Community Academy -CPS,Submitted Data,3500 W Douglas Blvd,60623,4,FALSE,NORTH LAWNDALE,K-12 School,116650,1923,1,78,1338050.6,5724580.3,60.5,83.6,65,88.4,512.9,4.4,41.862916,-87.71298,"(41.862916, -87.71298)"
2020-256553,2020,256553,The Lincoln Common,Submitted Data,2335 N Lincoln Ave,60614,3,FALSE,Lincoln Park,Multifamily Housing,231960,2019,1,0,9427082.4,0,40.6,113.8,40.6,113.8,1471.3,6.3,41.922195,-87.64960715,"(41.922195, -87.64960715)"
2020-254057,2020,254057,Haymarket Center,Submitted Data,932 W Washington Blvd,60607,4,FALSE,Near West Side,Residential Care Facility,150000,1890,1,0,6960667.5,6516299.9,89.8,175.5,92.7,177.5,1432.5,9.5,41.8742951,-87.65018,"(41.8742951, -87.65018)"
2020-160283,2020,160283,The Streeter,Submitted Data,345 E Ohio St,60611,2,FALSE,NEAR NORTH SIDE,Multifamily Housing,954102,2006,1,42,22616396.1,33032520.6,71,125,73.2,127.2,5284.2,6.7,41.8922506,-87.61908765,"(41.8922506, -87.61908765)"
